,Station location,BiciMAD station,dock_bikes,Place of interest,Place address,Type of place,distance
296199,Calle Ortega y Gasset nº 87,Ortega y Gasset 87,16,Eva Perón,Avda Francisco Silvela 4,Monumentos de la ciudad de Madrid,180.71504902313626
204808,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Evaristo San Miguel,C Francisco y Jacinto Alcántara 1,Monumentos de la ciudad de Madrid,491.7737409865407
389385,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Exedra, ,Monumentos de la ciudad de Madrid,5686.041180009094
226314,Paseo de la Florida nº 8,Paseo de la Florida,11,Explanada de la Selección Española de Fútbol, Explanada de la Selección Española de Fútbol ,Monumentos de la ciudad de Madrid,500.49227986116034
464651,Avenida de la Complutense (Metro Ciudad Universitaria),Ciudad Universitaria 1,0,Facultad de Farmacia,Pza Ramón y Cajal 2,Monumentos de la ciudad de Madrid,180.0539681962693
97292,Calle Barceló nº 7,Barceló,18,Fama,C Barceló ,Monumentos de la ciudad de Madrid,67.51585455870293
412686,Calle Arroyo del Olivar nº 6,Concordia,6,Familia,Trav Felipe de Diego ,Monumentos de la ciudad de Madrid,1710.8396285557374
297997,Calle Colombia nº 7,Colombia,2,Familia, ,Monumentos de la ciudad de Madrid,1766.8942285476617
72207,Plaza del Conde de Romanones nº 9,Conde de Romanones,23,Farolero madrileño,C Concepción Jerónima 15,Monumentos de la ciudad de Madrid,78.33396108726652
416272,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Fauna Mayor Ibérica I,C Arturo Soria ,Monumentos de la ciudad de Madrid,939.1965690267025
416273,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Fauna Mayor Ibérica II,C Arturo Soria 101,Monumentos de la ciudad de Madrid,684.9179896568846
387602,Calle Condesa de Venadito nº 2,Condesa de Venadito,13,Fauna Mayor Ibérica III,C Arturo Soria ,Monumentos de la ciudad de Madrid,1822.3659414832528
306963,Calle Toledo nº 181,Pirámides,8,Fauno, ,Monumentos de la ciudad de Madrid,65.9004990991775
400149,Calle Hacienda de Pavones nº 342,Pavones,8,Federico García Lorca,Pº Federico García Lorca ,Monumentos de la ciudad de Madrid,3031.2331986031268
174359,Plaza de Felipe II,Plaza de Felipe II,8,Federico García Lorca,C Alcalá 96,Monumentos de la ciudad de Madrid,67.12021569520893
93718,Plaza de Santa Ana nº 10,Plaza de Santa Ana,22,Federico García Lorca,Pza Santa Ana ,Monumentos de la ciudad de Madrid,51.77404940722183
358936,Glorieta Rubén Darío 2,Rubén Darío,9,Federico Romero Sarachaga,CALLE EL ESPA&amp;Ntilde;OLETO 23,Monumentos de la ciudad de Madrid,359.5127846289976
197657,Paseo de Moret nº 2,Moncloa,13,Federico Rubio,PARQUE OESTE ,Monumentos de la ciudad de Madrid,390.32157289644647
52500,Calle del Marqués de Cubas nº 25,Marqués de Cubas,8,Federico de Madrazo,C Los Madrazo 24,Monumentos de la ciudad de Madrid,171.81964938953263
54298,Calle Pavía nº 6,San Quintín,6,Felipe II, ,Monumentos de la ciudad de Madrid,314.1884519995609
56091,Calle Mayor nº 20,Calle Mayor,15,Felipe III,Pza Mayor ,Monumentos de la ciudad de Madrid,120.61488517835724
115229,Calle Antonio Maura nº 15,Antonio Maura,9,Felipe IV,C Méndez Núñez 1,Monumentos de la ciudad de Madrid,135.23430010976898
54300,Calle Pavía nº 6,San Quintín,6,Felipe IV,Pza Oriente ,Monumentos de la ciudad de Madrid,124.94555445544259
63262,Plaza del Cordón,Plaza del Cordón,18,Felipe Picatoste Rodríguez,Pza Cordón 3,Monumentos de la ciudad de Madrid,50.940395197706515
52515,Calle del Marqués de Cubas nº 25,Marqués de Cubas,8,Ferenc Liszt,PLAZA CORTES 6,Monumentos de la ciudad de Madrid,94.70799157713721
75816,Calle Atocha nº 95,Santa Isabel,20,Fernando Fresno,C Santa Isabel 28,Monumentos de la ciudad de Madrid,48.57682621659026
54313,Calle Pavía nº 6,San Quintín,6,Fernando I,Pza Oriente ,Monumentos de la ciudad de Madrid,127.27122934675536
54314,Calle Pavía nº 6,San Quintín,6,Fernando III El Santo, ,Monumentos de la ciudad de Madrid,321.86541853590586
54315,Calle Pavía nº 6,San Quintín,6,Fernando III El Santo,JARDIN PALACIO REAL ,Monumentos de la ciudad de Madrid,310.16140009563037
115244,Calle Antonio Maura nº 15,Antonio Maura,9,Fernando IV,Pº República Argentina ,Monumentos de la ciudad de Madrid,135.69158556773237
54317,Calle Pavía nº 6,San Quintín,6,Fernando V El Católico, ,Monumentos de la ciudad de Madrid,316.8045263750438
18478,Calle Marqués de la Ensenada nº 16,Marqués de la Ensenada,0,Fernando VI,Pza Villa de París ,Monumentos de la ciudad de Madrid,147.44696292026046
45351,Plaza de Celenque nº 1,Plaza de Celenque B,6,Fernando de Castro,C Arenal 16,Monumentos de la ciudad de Madrid,125.71444919249315
54308,Calle Pavía nº 6,San Quintín,6,Fernán González 1er Conde Independiente de Castilla,Pza Oriente ,Monumentos de la ciudad de Madrid,103.43682059340833
48933,Calle Jesús nº 1,Huertas,10,Fernández Caballero Manuel,C Cervantes 34,Monumentos de la ciudad de Madrid,127.24426293444769
382246,Calle Desengaño nº 1,Desengaño,10,Fernández Valliciergo Vicente,C Ballesta 7,Monumentos de la ciudad de Madrid,173.81054225750816
412719,Calle Arroyo del Olivar nº 6,Concordia,6,Figura femenina,Trav Felipe de Diego 20,Monumentos de la ciudad de Madrid,1830.4940533236368
416304,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Fisicromía para Madrid,PARQUE JUAN CARLOS I 1,Monumentos de la ciudad de Madrid,4453.668958405209
296241,Calle Ortega y Gasset nº 87,Ortega y Gasset 87,16,Florestán Aguilar,C Florestán Aguilar 1,Monumentos de la ciudad de Madrid,126.28431624265701
391218,Plaza Puerta del Ángel nº 4,Puerta del Ángel,16,Fofó,PARQUE ATRACCIONES CASA CAMPO ,Monumentos de la ciudad de Madrid,2104.197624611858
265779,Paseo de la Castellana esquina calle Raimundo Fernández Villaverde,Paseo de la Castellana con Raimundo Fernández,12,Fomento,PASEO CASTELLANA 67,Monumentos de la ciudad de Madrid,158.22348156778625
170804,Calle Alcalá nº 111,Castelló,16,Fontines del jardín de los Planteles del Retiro,PARQUE RETIRO ,Monumentos de la ciudad de Madrid,120.89348012330754
416309,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Foro-patio del parque Clara Eugenia, ,Monumentos de la ciudad de Madrid,3288.943854988927
461110,Calle Beatriz de Bobadilla frente al nº 2,Reina Victoria,1,Fortuna,CALLE GUZMAN EL BUENO 137,Monumentos de la ciudad de Madrid,276.04357908055454
43575,Plaza de Celenque nº 1,Plaza de Celenque A,1,Fortunata y Jacinta,C Postas 6,Monumentos de la ciudad de Madrid,137.44733325377683
57912,Plaza de la Provincia nº 1,Plaza de la Provincia,12,Fortunata y Jacinta,C Cuchilleros 17,Monumentos de la ciudad de Madrid,230.3661253357004
204857,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Fosa enterramiento,CALLE FRANCISCO Y JACINTO ALCANTARA 1,Monumentos de la ciudad de Madrid,312.9448998294569
204858,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Francisco Alcántara,CALLE FRANCISCO Y JACINTO ALCANTARA 1,Monumentos de la ciudad de Madrid,312.9448998294569
571,Puerta del Sol nº 1,Puerta del Sol A,15,Francisco Alonso,CALLE ALCALA 1,Monumentos de la ciudad de Madrid,46.03738121252916
400196,Calle Hacienda de Pavones nº 342,Pavones,8,Francisco Fatou,Cmno Suerte 23,Monumentos de la ciudad de Madrid,3258.718769675731
446789,Calle Sinesio Delgado nº 2,Torre Cepsa,14,Francisco Javier,CALLE MARTIRES DE LA VENTILLA 34,Monumentos de la ciudad de Madrid,559.4632452729104
165448,Calle Goya nº 1,Plaza de Colón,4,Francisco Largo Caballero,PASEO CASTELLANA 1,Monumentos de la ciudad de Madrid,156.2783815527671
389446,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Francisco Largo Caballero,C Francisco Largo Caballero ,Monumentos de la ciudad de Madrid,732.2935135486648
292679,Calle Manuel Silvela nº 20,Manuel Silvela,10,Francisco Largo Caballero,PLAZA CHAMBERI 4,Monumentos de la ciudad de Madrid,341.3367672012323
183369,Calle José Ortega y Gasset nº 4,Ortega y Gasset,5,Francisco Navarro Ledesma,C Serrano 72,Monumentos de la ciudad de Madrid,42.88904046001131
446794,Calle Sinesio Delgado nº 2,Torre Cepsa,14,Francisco Palau y Quer,CALLE PADRE FRANCISCO PALAU Y QUER 1,Monumentos de la ciudad de Madrid,176.94084872576997
43595,Plaza de Celenque nº 1,Plaza de Celenque A,1,Francisco Piquer,Pza Descalzas ,Monumentos de la ciudad de Madrid,71.4501985039027
251468,Paseo de la Habana nº 42,Paseo de la Habana 42,10,Francisco Pizarro,PASEO CASTELLANA 140,Monumentos de la ciudad de Madrid,286.48684831466977
441421,Calle Isaac Peral nº 44,Hospital Clínico,6,Francisco Tomás y Valiente,CALLE DOMENICO SCARLATTI 6,Monumentos de la ciudad de Madrid,159.94991196398854
102734,Calle Santa Cruz del Marcenado nº 24,Santa Cruz del Marcenado,5,Francisco Villaespesa,CALLE GALILEO 12,Monumentos de la ciudad de Madrid,297.32496357904427
226364,Paseo de la Florida nº 8,Paseo de la Florida,11,Francisco de Asis de Borbón,PASEO VIRGEN DEL PUERTO 1,Monumentos de la ciudad de Madrid,445.6962671561801
403773,Paseo de la Ermita del Santo nº 48,Ermita Santo,13,Francisco de Goya,Pº Ermita del Santo ,Monumentos de la ciudad de Madrid,809.1609001333618
226366,Paseo de la Florida nº 8,Paseo de la Florida,11,Francisco de Goya,Gta San Antonio de la Florida ,Monumentos de la ciudad de Madrid,521.0538951308296
174399,Plaza de Felipe II,Plaza de Felipe II,8,Francisco de Goya,C Alcalá ,Monumentos de la ciudad de Madrid,120.98522345254264
151104,Avenida de Menéndez Pelayo esquina calle O'Donnell,Puerta de Madrid,10,Francisco de Paula Martí Mora,Pº El Salvador ,Monumentos de la ciudad de Madrid,228.22496468888482
74049,Calle Atocha nº 54,Antón Martín,13,Francisco de Quevedo y Villegas,C Huertas 43,Monumentos de la ciudad de Madrid,190.0520012738012
74050,Calle Atocha nº 54,Antón Martín,13,Francisco de Quevedo y Villegas,C Lope de Vega 17,Monumentos de la ciudad de Madrid,235.2484967713728
362563,Glorieta de Quevedo nº 5,Quevedo,18,Francisco de Quevedo y Villegas,GLORIETA QUEVEDO 1,Monumentos de la ciudad de Madrid,80.7515443134513
45391,Plaza de Celenque nº 1,Plaza de Celenque B,6,Frascuelo,C Arenal 22,Monumentos de la ciudad de Madrid,139.62478184694154
65104,Plaza de Ramales,Plaza Ramales,8,Frases en pavimento urbano eje Museo del Prado- Palacio de Oriente,Pza Ángel 9,Monumentos de la ciudad de Madrid,91.56134227789217
66897,Plaza de San Francisco nº 5,Plaza de San Francisco,13,Fray Francisco Cabezas,Pza San Francisco el Grande 1,Monumentos de la ciudad de Madrid,17.94555227444709
170835,Calle Alcalá nº 111,Castelló,16,Fray Pedro Ponce de León,Pº Duque de Fernán Núñez ,Monumentos de la ciudad de Madrid,201.72137427659507
385874,Calle Antonio López nº 129,Glorieta de Cádiz,7,Fray Pedro Ponce de León,Avda Eduardo Barreiros 6,Monumentos de la ciudad de Madrid,1898.956465284209
389460,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fray Pedro Ponce de León,AVENIDA CANILLEJAS A VICALVARO 82,Monumentos de la ciudad de Madrid,3333.5826280520837
217429,Calle Méndez Álvaro nº 11,Méndez Álvaro,15,Fuente Amanecer,Pza Amanecer en Méndez Álvaro ,Monumentos de la ciudad de Madrid,304.3037255222744
470103,Avenida Complutense nº 23,Facultad Derecho,5,"Fuente Blanca, cascada y estanque bajo del jardín del duque del Arco",MONTE EL PARDO ,Monumentos de la ciudad de Madrid,12287.111843858384
441432,Calle Isaac Peral nº 44,Hospital Clínico,6,Fuente Carlos Jiménez Díaz,PLAZA CRISTO REY 1,Monumentos de la ciudad de Madrid,147.63869999149028
226393,Paseo de la Florida nº 8,Paseo de la Florida,11,Fuente Casa de Campo, ,Monumentos de la ciudad de Madrid,361.8412895139071
375131,Calle Azucenas nº 1,Remonta,2,Fuente Cascada-Reloj Noria,CALLE SINESIO DELGADO 40,Monumentos de la ciudad de Madrid,1483.1057017428525
470142,Avenida Complutense nº 23,Facultad Derecho,5,Fuente Cupido dormido, ,Monumentos de la ciudad de Madrid,3281.5662467458706
181757,Calle Alcalá nº 95,Velázquez,22,Fuente Egipcia,Pº Venezuela ,Monumentos de la ciudad de Madrid,610.3949525447509
389693,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuente Francisco Largo Caballero,C Francisco Largo Caballero ,Monumentos de la ciudad de Madrid,1465.4985566401008
316223,Paseo de Yeserías nº 45,Madrid Río-Yeserías,7,Fuente Grande de Arganzuela,Pº Yeserías ,Monumentos de la ciudad de Madrid,227.28304627542101
258878,Calle Raimundo Fernández Villaverde nº 33,Raimundo Fernández,9,Fuente Géminis,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 34,Monumentos de la ciudad de Madrid,255.94204149526843
386112,Calle Antonio López nº 129,Glorieta de Cádiz,7,Fuente Meseta de Orcasitas,Avda Rafaela Ybarra 101,Monumentos de la ciudad de Madrid,2361.9347998224716
212289,Calle Princesa nº 5,Plaza de España B,0,Fuente Miguel de Cervantes,Pza España ,Monumentos de la ciudad de Madrid,136.55901059610164
413044,Calle Arroyo del Olivar nº 6,Concordia,6,Fuente Pablo Neruda I,Avda Pablo Neruda 112,Monumentos de la ciudad de Madrid,2150.449000643342
413045,Calle Arroyo del Olivar nº 6,Concordia,6,Fuente Pablo Neruda II,AVENIDA PABLO NERUDA 114,Monumentos de la ciudad de Madrid,2085.5116399329268
389750,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuente Paraíso,C Albaida 82,Monumentos de la ciudad de Madrid,3064.089422271296
400503,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente Pavones, ,Monumentos de la ciudad de Madrid,542.7508161954943
309112,Paseo de la Esperanza nº 21,Paseo de la Esperanza,16,Fuente Peñuelas,Pza Peñuelas ,Monumentos de la ciudad de Madrid,160.29640552843637
425593,Calle Sodio nº 1B,Embajadores 191,6,Fuente Pilar Lorengar,C Pilar Lorengar 19,Monumentos de la ciudad de Madrid,3909.8763626093246
298362,Calle Colombia nº 7,Colombia,2,Fuente Pilar Miró,Gta Pilar Miró ,Monumentos de la ciudad de Madrid,2160.098259789166
448895,Paseo de la Castellana nº 298,Manuel Caldeiro,16,Fuente Pinar de Chamartín,C Arturo Soria 348,Monumentos de la ciudad de Madrid,2403.199089052539
341376,Avenida de Daroca nº 2,Puente de Ventas,7,Fuente Pirala I,Pº Pirala ,Monumentos de la ciudad de Madrid,73.25491828780015
341377,Avenida de Daroca nº 2,Puente de Ventas,7,Fuente Pirala II,Pº Pirala ,Monumentos de la ciudad de Madrid,127.99551142475568
307330,Calle Toledo nº 181,Pirámides,8,Fuente Pirámides,Gta Pirámides ,Monumentos de la ciudad de Madrid,99.53736906652279
49283,Calle Jesús nº 1,Huertas,10,Fuente Platerías Martínez,Pza Platería de Martínez ,Monumentos de la ciudad de Madrid,192.92521577110162
400518,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente Plaza Alosno,PLAZA ALOSNO 4,Monumentos de la ciudad de Madrid,2111.476681829556
379016,Paseo Castellana (Fundación Canal),Plaza de Castilla 2,18,Fuente Plaza de Castilla,PLAZA CASTILLA 1,Monumentos de la ciudad de Madrid,148.8329297673597
389781,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuente Poliedros Maclados en el Cubo,C Castillo de Uclés 36,Monumentos de la ciudad de Madrid,1978.5856442685892
205206,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Fuente Primavera Rosaleda,CALLE ROSALEDA 1,Monumentos de la ciudad de Madrid,247.87941281468787
341400,Avenida de Daroca nº 2,Puente de Ventas,7,Fuente Ricardo Ortiz,C Ricardo Ortiz 2,Monumentos de la ciudad de Madrid,174.42457153801084
205209,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Fuente Rosaleda Norte,C Rosaleda ,Monumentos de la ciudad de Madrid,222.22775643400686
205210,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Fuente Rosaleda Sur,C Rosaleda ,Monumentos de la ciudad de Madrid,219.5134625791168
400539,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente San Cipriano,CALLE LAGO SANABRIA 1,Monumentos de la ciudad de Madrid,2903.063805471596
452508,Calle Santa Hortensia nº 31,Corazón de María,6,Fuente San Juan de Dios,C López de Hoyos 259,Monumentos de la ciudad de Madrid,1523.9724622045412
416669,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Fuente Sandro Pertini,Gta Sandro Pertini ,Monumentos de la ciudad de Madrid,2957.2836751899263
400542,Calle Hacienda de Pavones nº 342,Pavones,8,Fuente Santa Eugenia,Avda Santa Eugenia ,Monumentos de la ciudad de Madrid,3474.1001711369377
221343,Paseo de Santa María de la Cabeza nº 58,Santa María de la Cabeza,16,Fuente Santa María de la Cabeza,Gta Santa María de la Cabeza ,Monumentos de la ciudad de Madrid,93.9502823316161
416673,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Fuente Sena I,C Ribera del Sena ,Monumentos de la ciudad de Madrid,3968.534291391646
416674,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Fuente Sena II,C Ribera del Sena ,Monumentos de la ciudad de Madrid,3989.804676439683
405923,Calle Caramuel nº 51,Caramuel,14,Fuente Sepúlveda I,Pq Cuña Verde ,Monumentos de la ciudad de Madrid,3209.228446753375
405924,Calle Caramuel nº 51,Caramuel,14,Fuente Sepúlveda II,Pq Cuña Verde ,Monumentos de la ciudad de Madrid,3232.9451006518766
384422,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Fuente Valle de oro,C General Ricardos ,Monumentos de la ciudad de Madrid,2017.4577946911843
470439,Avenida Complutense nº 23,Facultad Derecho,5,Fuente Valpalomero,Avda Palacio ,Monumentos de la ciudad de Madrid,8941.36455092957
357546,Avenida de Concha Espina nº 34,Parque Berlín,7,Fuente Virgen Guadalupana,PLAZA VIRGEN GUADALUPANA ,Monumentos de la ciudad de Madrid,390.5089042059049
341417,Avenida de Daroca nº 2,Puente de Ventas,7,Fuente Virgen de la Alegría,C Virgen de la Alegría 15,Monumentos de la ciudad de Madrid,201.22383660098927
384424,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Fuente Vía Lusitana,Avda Vía Lusitana ,Monumentos de la ciudad de Madrid,3282.58692786943
405931,Calle Caramuel nº 51,Caramuel,14,Fuente Yebenes, ,Monumentos de la ciudad de Madrid,3157.501888239075
405932,Calle Caramuel nº 51,Caramuel,14,Fuente Yebenes II,C Yébenes 145,Monumentos de la ciudad de Madrid,3036.5630644455523
425302,Calle Sodio nº 1B,Embajadores 191,6,Fuente baja del parque Enrique Tierno Galván, ,Monumentos de la ciudad de Madrid,746.5331369752522
289114,Paseo de la Castellana nº 42,Castellana 42,8,Fuente cascada del Museo al aire libre,Pº Castellana 41,Monumentos de la ciudad de Madrid,128.3353464576144
416349,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Fuente cibernética D. Juan de Bórbón,Gta Su Alteza Real Don Juan de Borbón y Battemberg ,Monumentos de la ciudad de Madrid,4169.651928885405
389468,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Fuente cibernética del Auditorio del parque Juan Carlos I,AUDITORIO JUAN CARLOS I ,Monumentos de la ciudad de Madrid,4848.296362726534
